Date,Time,PU_Address,DO_Address,Routing Details,PU_Address,Status
07/26/2014,08:30 PM,"852 East 7th Street, BK NY;",John F Kennedy International Airport; ,"PU: 852 East 7th Street, BK NY; DO: John F Kennedy International Airport; ","852 East 7th Street, BK NY; DO: John F Kennedy International Airport; ",Assigned
07/27/2014,09:00 PM,"Stamford Suites Hotel, 720 Bedford Street, Stamford CT;","John F Kennedy International Airport, Cathay Pacific Airways; ","PU: Stamford Suites Hotel, 720 Bedford Street, Stamford CT; DO: John F Kennedy International Airport, Cathay Pacific Airways; ","Stamford Suites Hotel, 720 Bedford Street, Stamford CT; DO: John F Kennedy International Airport, Cathay Pacific Airways; ",Assigned
07/27/2014,10:20 PM,"La Guardia Airport, JetBlue Airways;","St., Bronx NY; ","PU: La Guardia Airport, JetBlue Airways; DO: St., Bronx NY; ","La Guardia Airport, JetBlue Airways; DO: St., Bronx NY; ",Assigned
07/28/2014,04:40 PM,"John F Kennedy International Airport, American Airlines;","28-66 College Point Blvd, Flushing ; ","PU: John F Kennedy International Airport, American Airlines; DO: 28-66 College Point Blvd, Flushing ; ","John F Kennedy International Airport, American Airlines; DO: 28-66 College Point Blvd, Flushing ; ",Assigned
07/28/2014,06:30 PM,"596 19th Street, brooklyn NY;",John F Kennedy International Airport; ,"PU: 596 19th Street, brooklyn NY; DO: John F Kennedy International Airport; ","596 19th Street, brooklyn NY; DO: John F Kennedy International Airport; ",Assigned
07/29/2014,01:00 AM,La Guardia Airport;,"22 Elizabeth St, Glen Rock NJ; ","PU: La Guardia Airport; DO: 22 Elizabeth St, Glen Rock NJ; ","La Guardia Airport; DO: 22 Elizabeth St, Glen Rock NJ; ",Cancelled
07/29/2014,07:10 AM,"654 55 St., BK NY;",vitona Town ; ,"PU: 654 55 St., BK NY; DO: vitona Town ; ","654 55 St., BK NY; DO: vitona Town ; ",Arrived
07/29/2014,01:00 PM,"30 Montrose Avenue, BK NY;",Newark Liberty International Airport; ,"PU: 30 Montrose Avenue, BK NY; DO: Newark Liberty International Airport; ","30 Montrose Avenue, BK NY; DO: Newark Liberty International Airport; ",Assigned
07/30/2014,06:20 AM,"1814 Hone Ave., BX NY;",La Guardia Airport; ,"PU: 1814 Hone Ave., BX NY; DO: La Guardia Airport; ","1814 Hone Ave., BX NY; DO: La Guardia Airport; ",Assigned
07/31/2014,06:00 AM,"388 19th Street, BK NY;",La Guardia Airport; ,"PU: 388 19th Street, BK NY; DO: La Guardia Airport; ","388 19th Street, BK NY; DO: La Guardia Airport; ",Assigned
07/31/2014,12:45 PM,"728 E 10th Street, BK NY;",John F Kennedy International Airport; ,"PU: 728 E 10th Street, BK NY; DO: John F Kennedy International Airport; ","728 E 10th Street, BK NY; DO: John F Kennedy International Airport; ",Assigned
07/31/2014,05:00 PM,"John F Kennedy International Airport, Delta Air Lines;","6223 Fort Hamilton Parkway, BK NY; ","PU: John F Kennedy International Airport, Delta Air Lines; DO: 6223 Fort Hamilton Parkway, BK NY; ","John F Kennedy International Airport, Delta Air Lines; DO: 6223 Fort Hamilton Parkway, BK NY; ",Assigned
08/01/2014,02:30 PM,"312 Dahill Road, BK NY;",La Guardia Airport; ,"PU: 312 Dahill Road, BK NY; DO: La Guardia Airport; ","312 Dahill Road, BK NY; DO: La Guardia Airport; ",Assigned
08/01/2014,03:30 PM,"90 Sands St., BK NY;",Newark Liberty International Airport; ,"PU: 90 Sands St., BK NY; DO: Newark Liberty International Airport; ","90 Sands St., BK NY; DO: Newark Liberty International Airport; ",Arrived
08/01/2014,06:05 PM,"543 17th St., BK NY;",John F Kennedy International Airport; ,"PU: 543 17th St., BK NY; DO: John F Kennedy International Airport; ","543 17th St., BK NY; DO: John F Kennedy International Airport; ",Assigned
08/02/2014,04:30 AM,"70 Prospect park SW, BK NY;","Newark Liberty International Airport, Southwest Airlines; ","PU: 70 Prospect park SW, BK NY; DO: Newark Liberty International Airport, Southwest Airlines; ","70 Prospect park SW, BK NY; DO: Newark Liberty International Airport, Southwest Airlines; ",Assigned
08/02/2014,05:00 AM,"385 Chauncey Street, BK NY;","W 33 St. & 11 Ave., NY NY; ","PU: 385 Chauncey Street, BK NY; DO: W 33 St. & 11 Ave., NY NY; ","385 Chauncey Street, BK NY; DO: W 33 St. & 11 Ave., NY NY; ",Cancelled
08/02/2014,06:30 AM,"842 Park Place, BK NY;","John F Kennedy International Airport, JetBlue Airways; ","PU: 842 Park Place, BK NY; DO: John F Kennedy International Airport, JetBlue Airways; ","842 Park Place, BK NY; DO: John F Kennedy International Airport, JetBlue Airways; ",Assigned
08/02/2014,08:00 AM,"70 Prospect Park SW, BK NY;","La Guardia Airport, Southwest Airlines;",DO:  PU:  , PU:  ,Assigned
08/02/2014,09:45 AM,"491 18 St., BK NY;",La Guardia Airport; ,"PU: 491 18 St., BK NY; DO: La Guardia Airport; ","491 18 St., BK NY; DO: La Guardia Airport; ",Assigned
08/02/2014,10:30 AM,"551 16 St., BK NY;","39 E 2 St., BK NY; ","PU: 551 16 St., BK NY; DO: 39 E 2 St., BK NY; ","551 16 St., BK NY; DO: 39 E 2 St., BK NY; ",Cancelled
08/02/2014,04:00 PM,"279 Prospect Park West, BK NY;","John F Kennedy International Airport, Delta Air Lines; ","PU: 279 Prospect Park West, BK NY; DO: John F Kennedy International Airport, Delta Air Lines; ","279 Prospect Park West, BK NY; DO: John F Kennedy International Airport, Delta Air Lines; ",Assigned
08/02/2014,06:15 PM,"24-50 27 St., Astoria NY;","2900 Southern Blvd., BX NY; ","PU: 24-50 27 St., Astoria NY; DO: 2900 Southern Blvd., BX NY; ","24-50 27 St., Astoria NY; DO: 2900 Southern Blvd., BX NY; ",Assigned
08/03/2014,05:30 AM,"1163 E 103rd St., Brooklyn NY;",Newark Liberty International Airport; ,"PU: 1163 E 103rd St., Brooklyn NY; DO: Newark Liberty International Airport; ","1163 E 103rd St., Brooklyn NY; DO: Newark Liberty International Airport; ",Assigned
08/03/2014,10:00 AM,"155 Dean St., BK NY;",,PU:  , ,Assigned
08/03/2014,10:30 AM,"439 17 St., BK NY;",John F Kennedy International Airport; ,"PU: 439 17 St., BK NY; DO: John F Kennedy International Airport; ","439 17 St., BK NY; DO: John F Kennedy International Airport; ",Assigned
08/03/2014,10:00 PM,"134-3 Franklin Ave., Flushing NY;",Newark Liberty International Airport; ,"PU: 134-3 Franklin Ave., Flushing NY; DO: Newark Liberty International Airport; ","134-3 Franklin Ave., Flushing NY; DO: Newark Liberty International Airport; ",Assigned
08/04/2014,04:45 AM,"410 19 St., BK NY;",La Guardia Airport; ,"PU: 410 19 St., BK NY; DO: La Guardia Airport; ","410 19 St., BK NY; DO: La Guardia Airport; ",Assigned
08/04/2014,04:00 PM,"445 17 St., BK NY;",La Guardia Airport; ,"PU: 445 17 St., BK NY; DO: La Guardia Airport; ","445 17 St., BK NY; DO: La Guardia Airport; ",Assigned
08/04/2014,08:30 PM,"La Guardia Airport, US Airways;","5th Ave & 57th St., BK NY; ","PU: La Guardia Airport, US Airways; DO: 5th Ave & 57th St., BK NY; ","La Guardia Airport, US Airways; DO: 5th Ave & 57th St., BK NY; ",Assigned
08/05/2014,06:00 AM,"140 Cadman Plaza West, BK NY;",John F Kennedy International Airport; ,"PU: 140 Cadman Plaza West, BK NY; DO: John F Kennedy International Airport; ","140 Cadman Plaza West, BK NY; DO: John F Kennedy International Airport; ",Assigned
08/05/2014,10:00 AM,"889 Union St., BK NY;",La Guardia Airport; ,"PU: 889 Union St., BK NY; DO: La Guardia Airport; ","889 Union St., BK NY; DO: La Guardia Airport; ",Assigned
08/07/2014,12:30 PM,"1711 10 Ave., BK NY;",John F Kennedy International Airport; ,"PU: 1711 10 Ave., BK NY; DO: John F Kennedy International Airport; ","1711 10 Ave., BK NY; DO: John F Kennedy International Airport; ",Assigned
08/08/2014,04:30 AM,"20 Bayard Street, BK NY;",La Guardia Airport; ,"PU: 20 Bayard Street, BK NY; DO: La Guardia Airport; ","20 Bayard Street, BK NY; DO: La Guardia Airport; ",Assigned
08/08/2014,04:45 AM,"1712 8 Ave., BK NY;",John F Kennedy International Airport; ,"PU: 1712 8 Ave., BK NY; DO: John F Kennedy International Airport; ","1712 8 Ave., BK NY; DO: John F Kennedy International Airport; ",Assigned
08/08/2014,06:30 AM,"253 Windsor Pl., BK NY;",John F Kennedy International Airport; ,"PU: 253 Windsor Pl., BK NY; DO: John F Kennedy International Airport; ","253 Windsor Pl., BK NY; DO: John F Kennedy International Airport; ",Arrived
08/08/2014,08:40 AM,"2165 64th St., BK NY; ST: 65 st 16 ave ;","6203 fort hamilton parkway, BK NY; ","PU: 2165 64th St., BK NY; ST: 65 st 16 ave ; DO: 6203 fort hamilton parkway, BK NY; ","2165 64th St., BK NY; ST: 65 st 16 ave ; DO: 6203 fort hamilton parkway, BK NY; ",Arrived
08/08/2014,10:00 AM,"248 19 St., BK NY;",La Guardia Airport; ,"PU: 248 19 St., BK NY; DO: La Guardia Airport; ","248 19 St., BK NY; DO: La Guardia Airport; ",Arrived
08/08/2014,04:30 PM,"185 Prospect Park West, BK NY;",John F Kennedy International Airport; ,"PU: 185 Prospect Park West, BK NY; DO: John F Kennedy International Airport; ","185 Prospect Park West, BK NY; DO: John F Kennedy International Airport; ",Assigned
08/08/2014,06:00 PM,"1026 66th Street, BK NY;","562 Grand Avenue, BK NY; ","PU: 1026 66th Street, BK NY; DO: 562 Grand Avenue, BK NY; ","1026 66th Street, BK NY; DO: 562 Grand Avenue, BK NY; ",Assigned
08/08/2014,09:50 PM,"La Guardia Airport, American Airlines;","Delaney St., NY NY; ","PU: La Guardia Airport, American Airlines; DO: Delaney St., NY NY; ","La Guardia Airport, American Airlines; DO: Delaney St., NY NY; ",Cancelled
08/09/2014,08:40 AM,"2165 64th St., BK NY; ST: 65 st 16 ave ;","6203 fort hamilton parkway, BK NY; ","PU: 2165 64th St., BK NY; ST: 65 st 16 ave ; DO: 6203 fort hamilton parkway, BK NY; ","2165 64th St., BK NY; ST: 65 st 16 ave ; DO: 6203 fort hamilton parkway, BK NY; ",Cancelled
08/10/2014,09:00 AM,"555 18 St., BK NY;",John F Kennedy International Airport; ,"PU: 555 18 St., BK NY; DO: John F Kennedy International Airport; ","555 18 St., BK NY; DO: John F Kennedy International Airport; ",Assigned
08/10/2014,09:30 AM,"East 9th street and Ditmas Avenue, BK NY;",John F Kennedy International Airport; ,"PU: East 9th street and Ditmas Avenue, BK NY; DO: John F Kennedy International Airport; ","East 9th street and Ditmas Avenue, BK NY; DO: John F Kennedy International Airport; ",Cancelled
08/10/2014,05:15 PM,"163 Ocean Ave., BK NY;",John F Kennedy International Airport; ,"PU: 163 Ocean Ave., BK NY; DO: John F Kennedy International Airport; ","163 Ocean Ave., BK NY; DO: John F Kennedy International Airport; ",Assigned
08/11/2014,05:00 AM,"1718 8 Ave., BK NY;",La Guardia Airport; ,"PU: 1718 8 Ave., BK NY; DO: La Guardia Airport; ","1718 8 Ave., BK NY; DO: La Guardia Airport; ",Assigned
08/12/2014,08:40 PM,"John F Kennedy International Airport, Cathay Pacific Airways;","W hotel in Times Square, 1567 Broadway, NYC NY;",DO:  PU:  , PU:  ,Arrived
08/13/2014,04:00 AM,"1226 St Marks Ave, BK NY;","John F Kennedy International Airport, American Airlines; ","PU: 1226 St Marks Ave, BK NY; DO: John F Kennedy International Airport, American Airlines; ","1226 St Marks Ave, BK NY; DO: John F Kennedy International Airport, American Airlines; ",Assigned
08/13/2014,03:00 PM,"1577 E 17th St., BK NY;",La Guardia Airport; ,"PU: 1577 E 17th St., BK NY; DO: La Guardia Airport; ","1577 E 17th St., BK NY; DO: La Guardia Airport; ",Assigned
08/13/2014,09:00 PM,"29-06 Crescent St., Astoria NY;","943 69 St., BK NY; ","PU: 29-06 Crescent St., Astoria NY; DO: 943 69 St., BK NY; ","29-06 Crescent St., Astoria NY; DO: 943 69 St., BK NY; ",Assigned
08/14/2014,02:45 PM,"549 18th Street, BK NY;",John F Kennedy International Airport; ,"PU: 549 18th Street, BK NY; DO: John F Kennedy International Airport; ","549 18th Street, BK NY; DO: John F Kennedy International Airport; ",Assigned
08/14/2014,03:00 PM,"John F Kennedy International Airport, vitona Airlines;","W 34th St (11th Ave & 12th Ave), NY NY; ","PU: John F Kennedy International Airport, vitona Airlines; DO: W 34th St (11th Ave & 12th Ave), NY NY; ","John F Kennedy International Airport, vitona Airlines; DO: W 34th St (11th Ave & 12th Ave), NY NY; ",Assigned
08/14/2014,05:00 PM,"985 79 St., BK NY;","460 Kings Highway, BK NY; ","PU: 985 79 St., BK NY; DO: 460 Kings Highway, BK NY; ","985 79 St., BK NY; DO: 460 Kings Highway, BK NY; ",Assigned
08/14/2014,05:30 PM,"1754 60th Street, BK NY;","La Guardia Airport, Jet Blue; ","PU: 1754 60th Street, BK NY; DO: La Guardia Airport, Jet Blue; ","1754 60th Street, BK NY; DO: La Guardia Airport, Jet Blue; ",Assigned
08/14/2014,06:30 PM,"469 17th Street, BK NY;",John F Kennedy International Airport; ,"PU: 469 17th Street, BK NY; DO: John F Kennedy International Airport; ","469 17th Street, BK NY; DO: John F Kennedy International Airport; ",Arrived
08/15/2014,05:30 PM,"932 62 St., BK NY;",John F Kennedy International Airport; ,"PU: 932 62 St., BK NY; DO: John F Kennedy International Airport; ","932 62 St., BK NY; DO: John F Kennedy International Airport; ",Arrived
08/16/2014,04:00 AM,"150 Ocean Ave., BK NY;",John F Kennedy International Airport; ,"PU: 150 Ocean Ave., BK NY; DO: John F Kennedy International Airport; ","150 Ocean Ave., BK NY; DO: John F Kennedy International Airport; ",Arrived
08/16/2014,05:45 AM,"Newark Liberty International Airport, American Airlines;","445 17 St., BK NY; ","PU: Newark Liberty International Airport, American Airlines; DO: 445 17 St., BK NY; ","Newark Liberty International Airport, American Airlines; DO: 445 17 St., BK NY; ",Arrived
08/16/2014,01:30 PM,"909 59 St., BK NY;",John F Kennedy International Airport; ,"PU: 909 59 St., BK NY; DO: John F Kennedy International Airport; ","909 59 St., BK NY; DO: John F Kennedy International Airport; ",Assigned
08/16/2014,02:00 PM,"128 Remsen St., BK NY;",La Guardia Airport; ,"PU: 128 Remsen St., BK NY; DO: La Guardia Airport; ","128 Remsen St., BK NY; DO: La Guardia Airport; ",Assigned
08/16/2014,02:45 PM,"John F Kennedy International Airport, vitona Airlines;","Homewood Suites by Hilton Harrisburg, 3990 Tecport Dr., Harrisburg PA; ","PU: John F Kennedy International Airport, vitona Airlines; DO: Homewood Suites by Hilton Harrisburg, 3990 Tecport Dr., Harrisburg PA; ","John F Kennedy International Airport, vitona Airlines; DO: Homewood Suites by Hilton Harrisburg, 3990 Tecport Dr., Harrisburg PA; ",Assigned
08/16/2014,06:30 PM,"409 17th Street, BK NY;",John F Kennedy International Airport; ,"PU: 409 17th Street, BK NY; DO: John F Kennedy International Airport; ","409 17th Street, BK NY; DO: John F Kennedy International Airport; ",Cancelled
08/17/2014,05:00 PM,"607 20 St., BK NY;",John F Kennedy International Airport; ,"PU: 607 20 St., BK NY; DO: John F Kennedy International Airport; ","607 20 St., BK NY; DO: John F Kennedy International Airport; ",Arrived
08/19/2014,07:45 PM,"John F Kennedy International Airport, Virgin Atlantic;","150 W 96 St., NY NY; ","PU: John F Kennedy International Airport, Virgin Atlantic; DO: 150 W 96 St., NY NY; ","John F Kennedy International Airport, Virgin Atlantic; DO: 150 W 96 St., NY NY; ",Assigned
08/20/2014,04:30 PM,"Best Western Hotel, 522 W38 St., NY NY;",Jones Beach ; ,"PU: Best Western Hotel, 522 W38 St., NY NY; DO: Jones Beach ; ","Best Western Hotel, 522 W38 St., NY NY; DO: Jones Beach ; ",Assigned
08/21/2014,11:30 AM,"La Guardia Airport, Delta Air Lines;","388 19 St., BK NY;",DO:   ,  ,Assigned
08/21/2014,03:45 PM,"208 Elmwood Ave, BK NY;","John F Kennedy International Airport, Delta Air Lines; ","PU: 208 Elmwood Ave, BK NY; DO: John F Kennedy International Airport, Delta Air Lines; ","208 Elmwood Ave, BK NY; DO: John F Kennedy International Airport, Delta Air Lines; ",Arrived
08/21/2014,04:00 PM,"34 Syosset Cir., Syosset NY;",John F Kennedy International Airport; ,"PU: 34 Syosset Cir., Syosset NY; DO: John F Kennedy International Airport; ","34 Syosset Cir., Syosset NY; DO: John F Kennedy International Airport; ",Cancelled
08/22/2014,03:00 PM,"318 E11 St., NY NY;","La Guardia Airport, American Airlines; ","PU: 318 E11 St., NY NY; DO: La Guardia Airport, American Airlines; ","318 E11 St., NY NY; DO: La Guardia Airport, American Airlines; ",Assigned
08/22/2014,04:00 PM,"23 W82 St., NY NY;","St., Woodside NY; ","PU: 23 W82 St., NY NY; DO: St., Woodside NY; ","23 W82 St., NY NY; DO: St., Woodside NY; ",Assigned
08/22/2014,10:15 PM,John F Kennedy International Airport;,"607 20 St., BK NY; ","PU: John F Kennedy International Airport; DO: 607 20 St., BK NY; ","John F Kennedy International Airport; DO: 607 20 St., BK NY; ",Assigned
08/22/2014,10:40 PM,"John F Kennedy International Airport, EVA Air;","Warwick Hotel, 65 West 54 Street, NY NY; ","PU: John F Kennedy International Airport, EVA Air; DO: Warwick Hotel, 65 West 54 Street, NY NY; ","John F Kennedy International Airport, EVA Air; DO: Warwick Hotel, 65 West 54 Street, NY NY; ",Assigned
08/23/2014,08:30 AM,"49-15 87 St., Elmhurst NY;",La Guardia Airport; ,"PU: 49-15 87 St., Elmhurst NY; DO: La Guardia Airport; ","49-15 87 St., Elmhurst NY; DO: La Guardia Airport; ",Assigned
08/23/2014,08:45 AM,"128 W138 St., NY NY;","133 Broadway, NY NY; ","PU: 128 W138 St., NY NY; DO: 133 Broadway, NY NY; ","128 W138 St., NY NY; DO: 133 Broadway, NY NY; ",Assigned
08/23/2014,01:30 PM,"John F Kennedy International Airport, Delta Air Lines;","279 Prospect Park West, BK NY; ","PU: John F Kennedy International Airport, Delta Air Lines; DO: 279 Prospect Park West, BK NY; ","John F Kennedy International Airport, Delta Air Lines; DO: 279 Prospect Park West, BK NY; ",Cancelled
08/24/2014,03:30 PM,"La Guardia Airport, American Airlines;","327 East 3rd Street, BK NY; ","PU: La Guardia Airport, American Airlines; DO: 327 East 3rd Street, BK NY; ","La Guardia Airport, American Airlines; DO: 327 East 3rd Street, BK NY; ",Assigned
08/24/2014,05:00 PM,"248 Windsor Pl., BK NY;",John F Kennedy International Airport; ,"PU: 248 Windsor Pl., BK NY; DO: John F Kennedy International Airport; ","248 Windsor Pl., BK NY; DO: John F Kennedy International Airport; ",Assigned
08/24/2014,06:00 PM,"439 17 St., BK NY;",La Guardia Airport; ,"PU: 439 17 St., BK NY; DO: La Guardia Airport; ","439 17 St., BK NY; DO: La Guardia Airport; ",Assigned
08/25/2014,06:30 AM,"2278 80th Street, BK NY;","Newark Liberty International Airport, United Airlines; ","PU: 2278 80th Street, BK NY; DO: Newark Liberty International Airport, United Airlines; ","2278 80th Street, BK NY; DO: Newark Liberty International Airport, United Airlines; ",Assigned
08/25/2014,11:30 AM,"2163 68th Street, BK NY;","6203 Fort Hamilton Pkwy, BK NY; ","PU: 2163 68th Street, BK NY; DO: 6203 Fort Hamilton Pkwy, BK NY; ","2163 68th Street, BK NY; DO: 6203 Fort Hamilton Pkwy, BK NY; ",Assigned
08/25/2014,01:25 PM,La Guardia Airport;,"15435 64th Ave, Flushing NY; ","PU: La Guardia Airport; DO: 15435 64th Ave, Flushing NY; ","La Guardia Airport; DO: 15435 64th Ave, Flushing NY; ",Assigned
08/25/2014,04:30 PM,"La Guardia Airport, Southwest Airlines;","571 17th Street, BK NY; ","PU: La Guardia Airport, Southwest Airlines; DO: 571 17th Street, BK NY; ","La Guardia Airport, Southwest Airlines; DO: 571 17th Street, BK NY; ",Cancelled
08/25/2014,06:25 PM,"John F Kennedy International Airport, Japan Airlines;","91 Bleeker St., Newark NJ; ","PU: John F Kennedy International Airport, Japan Airlines; DO: 91 Bleeker St., Newark NJ; ","John F Kennedy International Airport, Japan Airlines; DO: 91 Bleeker St., Newark NJ; ",Assigned
08/25/2014,07:30 PM,"100 Ocean Pkwy., BK NY;","John F Kennedy International Airport, Air France; ","PU: 100 Ocean Pkwy., BK NY; DO: John F Kennedy International Airport, Air France; ","100 Ocean Pkwy., BK NY; DO: John F Kennedy International Airport, Air France; ",Cancelled
08/26/2014,08:40 AM,"Holiday Inn, 51 Nassau St., NY NY;","W 34th St (11th Ave & 12th Ave), NY NY; ","PU: Holiday Inn, 51 Nassau St., NY NY; DO: W 34th St (11th Ave & 12th Ave), NY NY; ","Holiday Inn, 51 Nassau St., NY NY; DO: W 34th St (11th Ave & 12th Ave), NY NY; ",Arrived
08/26/2014,10:00 AM,"Best Western Hotel, 522 W38 St., NY NY;","Arthur Ashe Stadium, Flushing Meadows Corona Park, Flushing NY; ","PU: Best Western Hotel, 522 W38 St., NY NY; DO: Arthur Ashe Stadium, Flushing Meadows Corona Park, Flushing NY; ","Best Western Hotel, 522 W38 St., NY NY; DO: Arthur Ashe Stadium, Flushing Meadows Corona Park, Flushing NY; ",Arrived
08/26/2014,02:00 PM,"277 Rugby Road, BK NY;",John F Kennedy International Airport; ,"PU: 277 Rugby Road, BK NY; DO: John F Kennedy International Airport; ","277 Rugby Road, BK NY; DO: John F Kennedy International Airport; ",Arrived
08/27/2014,03:30 AM,"297 LENOX ROAD, BK NY;",John F Kennedy International Airport; ,"PU: 297 LENOX ROAD, BK NY; DO: John F Kennedy International Airport; ","297 LENOX ROAD, BK NY; DO: John F Kennedy International Airport; ",Arrived
08/27/2014,06:00 AM,"2539 Eastchester Road, Bronx NY;",La Guardia Airport; ,"PU: 2539 Eastchester Road, Bronx NY; DO: La Guardia Airport; ","2539 Eastchester Road, Bronx NY; DO: La Guardia Airport; ",Arrived
08/28/2014,04:15 AM,"470 Prospect Ave., BK NY;",La Guardia Airport; ,"PU: 470 Prospect Ave., BK NY; DO: La Guardia Airport; ","470 Prospect Ave., BK NY; DO: La Guardia Airport; ",Arrived
08/28/2014,05:15 AM,"351 E 91 Street, BK NY;",Newark Liberty International Airport; ,"PU: 351 E 91 Street, BK NY; DO: Newark Liberty International Airport; ","351 E 91 Street, BK NY; DO: Newark Liberty International Airport; ",Arrived
08/28/2014,08:15 AM,"607 20 St., BK NY;",John F Kennedy International Airport; ,"PU: 607 20 St., BK NY; DO: John F Kennedy International Airport; ","607 20 St., BK NY; DO: John F Kennedy International Airport; ",Arrived
08/28/2014,01:30 PM,"140 Cadman Plaza West, BK NY;",John F Kennedy International Airport; ,"PU: 140 Cadman Plaza West, BK NY; DO: John F Kennedy International Airport; ","140 Cadman Plaza West, BK NY; DO: John F Kennedy International Airport; ",Arrived
08/28/2014,01:45 PM,"1712 10 Ave., BK NY;","E34 St. & Lexington Ave., NY NY; ","PU: 1712 10 Ave., BK NY; DO: E34 St. & Lexington Ave., NY NY; ","1712 10 Ave., BK NY; DO: E34 St. & Lexington Ave., NY NY; ",Assigned
08/28/2014,09:30 PM,"John F Kennedy International Airport, KLM Royal Dutch Airlines;","445 17th Street, BK NY; ","PU: John F Kennedy International Airport, KLM Royal Dutch Airlines; DO: 445 17th Street, BK NY; ","John F Kennedy International Airport, KLM Royal Dutch Airlines; DO: 445 17th Street, BK NY; ",Arrived
08/29/2014,07:30 AM,"31 E 2 St., BK NY;","3718 Henry Hudson Pkwy., BX NY; ","PU: 31 E 2 St., BK NY; DO: 3718 Henry Hudson Pkwy., BX NY; ","31 E 2 St., BK NY; DO: 3718 Henry Hudson Pkwy., BX NY; ",Arrived
08/29/2014,12:30 PM,"245 Park Ave./E46 St., NY NY;",John F Kennedy International Airport; ,"PU: 245 Park Ave./E46 St., NY NY; DO: John F Kennedy International Airport; ","245 Park Ave./E46 St., NY NY; DO: John F Kennedy International Airport; ",Arrived
08/29/2014,12:45 PM,"587 17 St., BK NY;",Newark Liberty International Airport; ,"PU: 587 17 St., BK NY; DO: Newark Liberty International Airport; ","587 17 St., BK NY; DO: Newark Liberty International Airport; ",Assigned
08/29/2014,04:45 PM,"6203 Ft. Hamilton Pkwy., BK NY;","2163 68 St., BK NY; ","PU: 6203 Ft. Hamilton Pkwy., BK NY; DO: 2163 68 St., BK NY; ","6203 Ft. Hamilton Pkwy., BK NY; DO: 2163 68 St., BK NY; ",Arrived
08/30/2014,05:00 AM,"1455 St Johns Pl., BK NY;",John F Kennedy International Airport; ,"PU: 1455 St Johns Pl., BK NY; DO: John F Kennedy International Airport; ","1455 St Johns Pl., BK NY; DO: John F Kennedy International Airport; ",Arrived
08/30/2014,07:00 AM,"Homewood Suites by Hilton Harrisburg, 3990 Tecport Dr., Harrisburg PA;","John F Kennedy International Airport, vitona Airlines; ","PU: Homewood Suites by Hilton Harrisburg, 3990 Tecport Dr., Harrisburg PA; DO: John F Kennedy International Airport, vitona Airlines; ","Homewood Suites by Hilton Harrisburg, 3990 Tecport Dr., Harrisburg PA; DO: John F Kennedy International Airport, vitona Airlines; ",Assigned
08/30/2014,03:30 PM,"275 6 Ave., BK NY;",John F Kennedy International Airport; ,"PU: 275 6 Ave., BK NY; DO: John F Kennedy International Airport; ","275 6 Ave., BK NY; DO: John F Kennedy International Airport; ",Arrived
08/30/2014,05:00 PM,,,"DO: Four Points Hotel, 66 Charlton Street, NY NY; PU: John F Kennedy International Airport, ANA; ","Four Points Hotel, 66 Charlton Street, NY NY; PU: John F Kennedy International Airport, ANA; ",Arrived
08/30/2014,08:30 PM,"1770 63 St., BK NY;","577 St Johns Pl., BK NY; ","PU: 1770 63 St., BK NY; DO: 577 St Johns Pl., BK NY; ","1770 63 St., BK NY; DO: 577 St Johns Pl., BK NY; ",Arrived
08/31/2014,01:10 PM,"615 18 St., BK NY;","330 E 38 St., NY NY; ","PU: 615 18 St., BK NY; DO: 330 E 38 St., NY NY; ","615 18 St., BK NY; DO: 330 E 38 St., NY NY; ",Assigned
09/01/2014,12:55 PM,John F Kennedy International Airport;,"607 20 St., BK NY; ","PU: John F Kennedy International Airport; DO: 607 20 St., BK NY; ","John F Kennedy International Airport; DO: 607 20 St., BK NY; ",Assigned
09/01/2014,01:30 PM,"642 Flatbush Ave, BK NY;","133 Linden St., BK NY; ","PU: 642 Flatbush Ave, BK NY; DO: 133 Linden St., BK NY; ","642 Flatbush Ave, BK NY; DO: 133 Linden St., BK NY; ",Assigned
09/01/2014,04:30 PM,"151 E4 St., BK NY;",John F Kennedy International Airport; ,"PU: 151 E4 St., BK NY; DO: John F Kennedy International Airport; ","151 E4 St., BK NY; DO: John F Kennedy International Airport; ",Arrived
09/01/2014,06:00 PM,"Newark Liberty International Airport, United Airlines;","587 17 St., BK NY; ","PU: Newark Liberty International Airport, United Airlines; DO: 587 17 St., BK NY; ","Newark Liberty International Airport, United Airlines; DO: 587 17 St., BK NY; ",Arrived
09/01/2014,07:30 PM,"266 Prospect Park W., BK NY;","4119 Ave. V, BK NY; ","PU: 266 Prospect Park W., BK NY; DO: 4119 Ave. V, BK NY; ","266 Prospect Park W., BK NY; DO: 4119 Ave. V, BK NY; ",Arrived
09/01/2014,09:30 PM,"2201 Amsterdam Ave./W169 St., NY NY;",John F Kennedy International Airport; ,"PU: 2201 Amsterdam Ave./W169 St., NY NY; DO: John F Kennedy International Airport; ","2201 Amsterdam Ave./W169 St., NY NY; DO: John F Kennedy International Airport; ",Arrived
09/02/2014,11:05 AM,"2163 68th Street, BK NY;","6203 Fort hamilton Pkwy, BK NY; ","PU: 2163 68th Street, BK NY; DO: 6203 Fort hamilton Pkwy, BK NY; ","2163 68th Street, BK NY; DO: 6203 Fort hamilton Pkwy, BK NY; ",Arrived
